Id,Label,Year,Authors,InDegree,OutDegree,PageRank
23917,Back to the Future: A Framework for Automatic Malware Removal and System Repair,2006,"Francis Hsu,Hao Chen,Thomas Ristenpart,Jason Li,Zhendong Su",1,0,0.0002713625391421164
23924,"An architecture for componentized, network-based media services",2003,"M. Harville,M. Covell,S. Wee",1,0,0.00020895934384009693
23927,Contextual Modulation of Amygdala Responsivity to Surprised Faces,2004,"Hackjin Kim,Leah H. Somerville,Tom Johnstone,Sara Polis,Andrew L. Alexander,Lisa M. Shin,Paul J. Whalen",1,3,0.00018815827873942378
25429,Modulation of Amygdalar Activity by the Conscious Regulation of Negative Emotion,2002,"Stacey M. Schaefer,Daren C. Jackson,Richard J. Davidson,Geoffrey K. Aguirre,Daniel Y. Kimberg,Sharon L. Thompson-schill",5,0,0.000470383885006364
23963,Modeling real-world control systems: beyond hybrid systems,2004,Stephen Neuendorffer,1,0,0.0002713625391421164
23984,Improving Traffic Locality in BitTorrent via Biased Neighbor Selection,2006,"Ruchir Bindal,Pei Cao,William Chan,Jan Medved,George Suwala,Tony Bates,Amy Zhang",1,0,0.0002713625391421164
23987,Mechanisms Underlying Spatial Representation Revealed through Studies of Hemispatial Neglect,2002,"Marlene Behrmann,Thea Ghiselli-crippa,John A. Sweeney,Ilaria Di Matteo,Robert Kass",0,1,0.00014655614853807745
23992,How to cite curated databases and how to make them citable,2006,Peter Buneman,1,0,0.00017151742665888524
23995,"The PageRank Vector: Properties, Computation, Approximation, and Acceleration",2006,"Claude Brezinski,Michela Redivo-Zaglia",1,0,0.0002713625391421164
23997,On-line optimization of FPGA power-dissipation by exploiting run-time adaption of communication primitives,2006,"K. Paulsson,M. Hübner,J. Becker",1,0,0.0002713625391421164
24011,The FRACTAL component model and its support in Java: Experiences with Auto-adaptive and Reconfigurable Systems,2006,"Eric Bruneton,Thierry Coupaye,Matthieu Leclercq,Vivien Quéma,Jean-Bernard Stefani",1,0,0.0002713625391421164
24024,Phonological Processing in Visual Rhyming: A Developmental ERP Study,2001,"Giordana Grossi,Donna Coch,Sharon Coffey-corina,Phillip J. Holcomb,Helen J. Neville",3,0,0.0002193598763904335
24035,"""ONE"" a new tool for supply chain network optimization and simulation",2004,"Hongwei Ding,Lyès Benyoucef,Xiaolan Xie,Carl Hans,Jens Schumacher",1,0,0.0002713625391421164
24039,Encoding of Categories by Noncategory-Specific Neurons in the Inferior Temporal Cortex,2001,"Elizabeth Thomas,Marc M. Van Hulle,Rufin Vogels",1,0,0.00020895934384009693
24065,Knowing Where Things Are: Parahippocampal Involvement in Encoding Object Locations in Virtual Large-Scale Space,1998,"E. A. Maguire,C. D. Frith,N. Burgess,J. G. Donnett,J. O'Keefe",2,0,0.0003337657344441358
24082,Fuzzy Description Logic Programs under the Answer Set Semantics for the Semantic Web,2006,Thomas Lukasiewicz,1,0,0.0002713625391421164
24098,An approximation scheme for the effective Hamiltonian and applications,2006,M. Rorro,1,0,0.00020895934384009693
24102,"""Collaborative mobile user interface design"": how should companies design the mobile UI together?",2006,David M. L. Williams,0,1,0.00014655614853807745
24174,"Co-design, China, and the commercialization of the mobile user interface",2006,David <zmn>M. Williams,1,0,0.0002713625391421164
24119,Reaching Out to See: Arm Position Can Attenuate Human Visual Loss,2004,Krista Schendel,1,2,0.00018815827873942378
27098,Computer-Based Training of Stimulus Detection Improves Color and Simple Pattern Recognition in the Defective Field of Hemianopic Subjects,2000,"Erich Kasten,Dorothe A. Poggel,Bernhard A. Sabel",1,0,0.0002266769837773808
24127,A comparative study of attribute weighting heuristics for effort estimation by analogy,2006,"Jingzhou Li,Guenther Ruhe",2,0,0.0003337657344441358
28084,Large Scale Neurocognitive Networks Underlying Episodic Memory,2000,"Lars Nyberg,Jonas Persson,Reza Habib,Endel Tulving,Anthony R. McIntosh,Roberto Cabeza,Sylvain Houle",2,0,0.00036106854932264925
24141,Binding Personal and Peripersonal Space: Evidence from Tactile Extinction,2001,"Sandeep Vaishnavi,Jesse Calhoun,Anjan Chatterjee",2,1,0.00025056147404144325
24157,Ant colony based routing architecture for minimizing hot spots in NOCs,2006,"Masoud Daneshtalab,Ali Afzali Kusha,Ashkan Sobhani,Zainanabedin Navabi,Mohammad D. Mottaghi,Omid Fatemi",0,1,0.00014655614853807745
24161,Timing of Target Discrimination in Human Frontal Eye Fields,2004,Jacinta O'shea,0,1,0.00014655614853807745
24172,Adult Brain Plasticity Elicited by Anomia Treatment,2003,"Katri Cornelissen,Matti Laine,Antti Tarkiainen,Tiina Järvensivu,Nadine Martin,Riitta Salmelin",0,2,0.00014655614853807745
27053,Brain Activation During Reading in Deep Dyslexia: An MEG Study,2000,"Matti Laine,Riitta Salmelin,Päivi Helenius,Reijo Marttila",1,1,0.00020895934384009693
24183,Boosting-Based Learning Agents for Experience Classification,2006,"Po-Chun Chen,Xiaocong Fan,Shizhuo Zhu,John Yen",0,2,0.00014655614853807745
25703,RPD-enabled agents teaming with humans for multi-context decision making,2006,"Xiaocong Fan,Bingjun Sun,Shuang Sun,Michael McNeese,John Yen",2,0,0.0003337657344441358
24184,Multiple Nose Region Matching for 3D Face Recognition under Varying Facial Expression,2006,"Kyong I. Chang Kevin W. Bowyer,Patrick J. Flynn",1,0,0.00020895934384009693
24194,Using mobility as a conceptual framework for informing the design of mobile ICT for construction professionals,2006,"Val Mitchell,Andy May,Sarah Bowden,Tony Thorpe",1,0,0.00020895934384009693
24197,Emerging Neurophysiological Specialization for Letter Strings,2005,"Urs Maurer,Silvia Brem,Kerstin Bucher,Daniel Brandeis",0,6,0.00014655614853807745
32327,The Faces of Development: A Review of Early Face Processing over Childhood,2004,"M. J. Taylor,M. Batty,R. J. Itier",1,3,0.00016735721363875063
24199,Simulation in context: using data farming for decision support,2004,"Philip Barry,Matthew Koehler",1,0,0.00020895934384009693
24204,Double rulings for information brokerage in sensor networks,2006,"Rik Sarkar,Xianjin Zhu,Jie Gao",1,1,0.0002713625391421164
24934,Boundary recognition in sensor networks by topological methods,2006,"Yue Wang,Jie Gao,Joseph S.B. Mitchell",2,0,0.0005024747693698584
24213,Streams of Consciousness,2002,Alumit Ishai,0,5,0.00014655614853807745
28981,Neural Activation During Response Competition,2000,"Eliot Hazeltine,Russell Poldrack,John D. E. Gabrieli",10,0,0.000847210831761486
24222,An agent-based simulation of pedestrian dynamics: from lane formation to auditorium evacuation,2006,"Marcelo C. Toyama,Ana L. C. Bazzan,Roberto da Silva",1,0,0.00020895934384009693
24227,Neural Mechanisms of Cognitive Control: An Integrative Model of Stroop Task Performance and fMRI Data,2006,"Seth A. Herd,Marie T. Banich,Randall C. O'reilly",0,1,0.00014655614853807745
34198,fMRI Studies of Stroop Tasks Reveal Unique Roles of Anterior and Posterior Brain Systems in Attentional Selection,2000,"Marie T. Banich,Michael P. Milham,Ruthann Atchley,Neal J. Cohen,Andrew Webb,Tracey Wszalek,Arthur F. Kramer,Zhei-Pei Liang,Alexander Wright,Joel Shenker,Richard Magin",5,0,0.000461744940615966
28921,A meta-heuristic based on simulated annealing for solving multiple-objective problems in simulation optimization,2004,"Eduardo A. Avello,Felipe F. Baesler,Reinaldo J. Moraga",1,0,0.0003171210134039029
24232,"Commentary on ""Functional MRI and the Study of Human Consciousness"" by Daniel Lloyd",2002,Andrea Mechelli,0,1,0.00014655614853807745
24250,A Planar Light Probe,2006,"Neil G. Alldrin,David J. Kriegman",1,0,0.00018815827873942378
24269,Zero servers with zero broadcasts,2006,"Miguel Castro,Greg O'Shea,Antony Rowstron",0,1,0.00014655614853807745
28307,Virtual ring routing: network routing inspired by DHTs,2006,"Matthew Caesar,Miguel Castro,Edmund B. Nightingale,Greg O'Shea,Antony Rowstron",8,0,0.001242062837503924
24271,An Effect of Dopamine Depletion on Decision-making: The Temporal Coupling of Deliberation and Execution,2005,"Mathias Pessiglione,Virginie Czernecki,Bernard Pillon,Bruno Dubois,Michael Schüpbach,Yves Agid,Léon Tremblay",0,1,0.00014655614853807745
24279,New features in CPN-AMI 3: focusing on the analysis of complex distributed systems,2006,"A. Hamez,L. Hillah,F. Kordon,A. Linard,E. Paviot-Adet,X. Renault,Y. Thierry-Mieg",1,0,0.0002713625391421164
24308,Perceptual History Influences Neural Responses to Face and Body Postures,2003,"Tjeerd Jellema,David I. Perrett",1,0,0.0002713625391421164
24345,Visually Induced Auditory Expectancy in Music Reading: A Behavioral and Electrophysiological Study,2005,"Daniele Schön,Mireille Besson",0,2,0.00014655614853807745
29038,Different Brain Mechanisms Mediate Sensitivity to Sensory Consonance and Harmonic Context: Evidence from Auditory Event-Related Brain Potentials,2001,"Pascaline Regnault,Emmanuel Bigand,Mireille Besson",3,1,0.0003512876466206567
24373,Nodal and matrix analyses of communication patterns in small groups,1999,Donald W. Wortham,1,0,0.0002713625391421164
24377,Accurate Minkowski sum approximation of polyhedral models,2006,"Gokul Varadhan,Dinesh Manocha",1,0,0.0002713625391421164
24383,GraphRank: Statistical Modeling and Mining of Significant Subgraphs in the Feature Space,2006,"Huahai He,Ambuj K. Singh",1,0,0.00020895934384009693
24397,Yet another network simulator,2006,"Mathieu Lacage,Thomas R. Henderson",1,0,0.00020895934384009693
24402,Mining citizen science data to predict orevalence of wild bird species,2006,"Rich Caruana,Mohamed Elhawary,Art Munson,Mirek Riedewald,Daria Sorokina,Daniel Fink,Wesley M. Hochachka,Steve Kelling",1,0,0.0002713625391421164
24407,The Effects of Aging on Controlled Attention and Conflict Processing in the Stroop Task,2004,Robert West,0,2,0.00014655614853807745
24414,LB_Keogh supports exact indexing of shapes under rotation invariance with arbitrary representations and distance measures,2006,"Eamonn Keogh,Li Wei,Xiaopeng Xi,Sang-Hee Lee,Michail Vlachos",1,0,0.0002713625391421164
24418,ElastIC: An Adaptive Self-Healing Architecture for Unpredictable Silicon,2006,"Dennis Sylvester,David Blaauw,Eric Karl",1,0,0.0002713625391421164
24428,The Link between Social Cognition and Self-referential Thought in the Medial Prefrontal Cortex,2005,"Jason P. Mitchell,Mahzarin R. Banaji,C. Neil MacRae",0,3,0.00014655614853807745
27019,Neural Correlates of First-Person Perspective as One Constituent of Human Self-Consciousness,2004,"K. Vogeley,M. May,A. Ritzl,P. Falkai,K. Zilles,G. R. Fink",1,0,0.00018815827873942378
24429,Deferred Imitation of Action Sequences in Developmental Amnesia,2005,"Anna-Lynne R. Adlam,Faraneh Vargha-khadem,Mortimer Mishkin,Michelle De Haan",0,1,0.00014655614853807745
34992,The Effects of Frontal Lobe Lesions on Goal Achievement in the Water Jug Task,2001,"Mary Kathryn Colvin,Kevin Dunbar,Jordan Grafman",1,0,0.0002713625391421164
24438,Order Information in Working Memory: fMRI Evidence for Parietal and Prefrontal Mechanisms,2000,"Christy Marshuetz,Edward E. Smith,John Jonides,Joseph Degutis,Thomas L. Chenevert",1,0,0.00017151742665888524
24447,ns-3 project goals,2006,"Thomas R. Henderson,Sumit Roy,Sally Floyd,George F. Riley",0,2,0.00014655614853807745
24454,Behavioral Change and Its Neural Correlates in Visual Agnosia After Expertise Training,2005,"Marlene Behrmann,Jonathan Marotta,Isabel Gauthier,Michael J. Tarr,Thomas J. McKeeff",1,2,0.00018012580387230984
24476,Visualization of News Distribution in Blog Space,2006,"Yasufumi Takama,Akio Matsumura,Tomoki Kajinami",1,0,0.00020895934384009693
24478,MACCS: enabling communications for mobile workers within healthcare environments,2006,"Michael J. Sammon,Lynne Shapiro Brotman,Ed Peebles,Dorée Duncan Seligmann",1,0,0.00020895934384009693
24487,Traffic Scheduling to Prolong the Lifetime of Sensor Networks,2006,Yantao Pan,0,1,0.00014655614853807745
27801,Maximizing lifetime for data aggregation in wireless sensor networks,2005,"Yuan Xue,Yi Cui,Klara Nahrstedt",2,0,0.00039616892974615525
24509,The role of the backchannel in collaborative learning environments,2006,Sarita Yardi,0,1,0.00014655614853807745
31887,"(α, k)-anonymity: an enhanced k-anonymity model for privacy preserving data publishing",2006,"Raymond Chi-Wing Wong,Jiuyong Li,Ada Wai-Chee Fu,Ke Wang",5,0,0.0005770929324608821
27897,An urban terrain abstraction to support decisionmaking using recursive simulation,2004,"John B. Gilmer, Jr.",1,0,0.0002235935586139915
24528,Systematic topology analysis and generation using degree correlations,2006,"Priya Mahadevan,Dmitri Krioukov,Kevin Fall,Amin Vahdat",1,1,0.00020895934384009693
24530,"Building Simple, Easy-to-Use Grids with Styx Grid Services and SSH",2006,"J. D. Blower,K. Haines",1,0,0.0002713625391421164
24558,Perceiving Biological Motion: Dissociating Visible Speech from Walking,2003,"Andrea Santi,Philip Servos,Eric Vatikiotis-bateson,Takaaki Kuratate,Kevin Munhall",1,1,0.00020895934384009693
24562,Goal and scenario based domain requirements analysis environment,2006,"Jintae Kim,Minseong Kim,Sooyong Park",1,0,0.00018815827873942378
24563,Precise Oculomotor Correlates of Visuospatial Mental Rotation and Circular Motion Imagery,2003,Claudio De'sperati,0,1,0.00014655614853807745
24568,Performance evaluation of ASAP3 for steady-state output analysis,2005,"Natalie M. Steiger,Emily K. Lada,James R. Wilson",0,1,0.00014655614853807745
26348,Steady-state simulation analysis using ASAP3,2004,"Natalie M. Steiger,Emily K. Lada,James R. Wilson,Jeffrey A. Joines,Christos Alexopoulos,David Goldsman",1,0,0.0002713625391421164
24581,Simulation optimization using balanced explorative and exploitative search,2004,"Andrei A. Prudius,Sigrún Andradóttir",1,0,0.0002713625391421164
24599,A Visual Vocabulary for Flower Classification,2006,"Maria-Elena Nilsback,Andrew Zisserman",1,0,0.0002713625391421164
24609,Terminal coalgebras and free iterative theories,2006,"Jiří Adámek,Stefan Milius",1,0,0.0002713625391421164
24613,Inside discrete-event simulation software: how it works and why it matters,2004,"Thomas J. Schriber,Daniel T. Brunner",1,0,0.0002713625391421164
24622,SVM-KNN: Discriminative Nearest Neighbor Classification for Visual Category Recognition,2006,"Hao Zhang,Alexander C. Berg,Michael Maire,Jitendra Malik",1,0,0.00019258768872374473
24646,Fire-and-Forget: Load/Store Scheduling with No Store Queue at All,2006,"Samantika Subramaniam,Gabriel H. Loh",1,1,0.0008585365456570766
29999,NoSQ: Store-Load Communication without a Store Queue,2006,"Tingting Sha,Milo M. K. Martin,Amir Roth",1,1,0.0008585365456570766
24652,Objects Are Highlighted by Spatial Attention,2006,"A. Martínez,W. Teder-sälejärvi,M. Vazquez,S. Molholm,J. J. Foxe,D. C. Javitt,F. Di Russo,M. S. Worden,S. A. Hillyard",0,1,0.00014655614853807745
28408,Cue Validity and Object-Based Attention,2004,Xun He,1,1,0.0002713625391421164
24657,Practical type inference for arbitrary-rank types,2007,"Simon Peyton Jones,Dimitrios Vytiniotis,Stephanie Weirich,Mark Shields",1,0,0.0002247177347683443
24661,Neural Mechanisms of Global and Local Processing: A Combined PET and ERP Study,1998,"H. J. Heinze,H. Hinrichs,M. Scholz,W. Burchert,R. Mangun",1,0,0.00023553580374602271
24687,Crossing number is hard for cubic graphs,2006,Petr Hliněný,1,0,0.00020895934384009693
24690,A simulation study to assess the efficacy of linear control theory models for the coordination of a two-stage customized service supply chain,2004,"Douglas J. Morrice,Edward G. Anderson,Saurav Bharadwaj",0,1,0.00014655614853807745
24698,The Interaction of Social and Emotional Processes in the Brain,2004,"Catherine J. Norris,E. Elinor Chen,David C. Zhu,Steven L. Small,John T. Cacioppo",0,1,0.00014655614853807745
24704,DNA Computing Model for the 0/1 Knapsack Problem,2006,Aili Han,1,0,0.0002713625391421164
24721,An overlay network providing application-aware multimedia services,2006,"Maarten Wijnants,Bart Cornelissen,Wim Lamotte,Bart De Vleeschauwer",0,2,0.00014655614853807745
24723,A unified model for the implementation of both ISO 9001:2000 and CMMI by ISO-certified organizations,2006,"Chanwoo Yoo,Junho Yoon,Byungjeong Lee,Chongwon Lee,Jinyoung Lee,Seunghun Hyun,Chisu Wu",1,0,0.0002713625391421164
24729,NetSpy: Automatic Generation of Spyware Signatures for NIDS,2006,"Hao Wang,Somesh Jha,Vinod Ganapathy",1,0,0.00020895934384009693
24738,Long-Latency ERPs and Recognition of Facial Identity,2003,"Ela I. Olivares,Jaime Iglesias,Socorro Rodríguez-holguín",0,3,0.00014655614853807745
24770,Interaction of Face and Voice Areas during Speaker Recognition,2005,"Katharina Von Kriegstein,Andreas Kleinschmidt,Philipp Sterzer,Anne-Lise Giraud",0,1,0.00014655614853807745
24790,Performance evaluation of chord in mobile ad hoc networks,2006,"Curt Cramer,Thomas Fuhrmann",0,1,0.00014655614853807745
24794,Secure Integration of Distributed Medical Data Using Mobile Agents,2006,"Pedro Manuel Vieira-Marques,Sergi Robles,Jordi Cucurull,Ricardo Joao Cruz-Correia,Guillermo Navarro,Ramon Marti",1,0,0.00020895934384009693
24799,The 3-D Prefrontal Cortex: Hemispheric Asymmetries in Prefrontal Activity and Their Relation to Memory Retrieval Processes,2004,Charan Ranganath,0,4,0.00014655614853807745
24800,Processing Tonal Modulations: An ERP Study,2003,"Stefan Koelsch,Thomas Gunter,Erich Schröger,Angela D. Friederici",2,2,0.0002193598763904335
24803,A Synchronous Multimedia Annotation System for Secure Collaboratories,2006,"Ronald Schroeter,Jane Hunter,Jonathon Guerin,Imran Khan,Michael Henderson",1,0,0.0002713625391421164
24824,Global Analysis of Resource Arbitration for MPSoC,2006,"Akash Kumar,Bart Mesman,Henk Corporaal,Jef van Meerbergen,Ha Yajun",1,0,0.00020895934384009693
24840,Affective Computation Based NPC Behaviors Modeling,2006,"Chang-Neng Zhou,Xue-Li Yu,Jing-Yu Sun,Xiao-Lin Yan",0,1,0.00014655614853807745
24843,Temporal Modulation of Spatial Tactile Extinction in Right-Brain-Damaged Patients,2003,"Chiara Guerrini,Giovanni Berlucchi,Emanuela Bricolo,Salvatore M. Aglioti",0,2,0.00014655614853807745
31917,Ipsilesional Biases in Saccades but not Perception after Lesions of the Human Inferior Parietal Lobule,2001,"Tony Ro,Chris Rorden,Jon Driver,Robert Rafal",2,0,0.0003337657344441358
24859,A high-throughput path metric for multi-hop wireless routing,2005,"Douglas S. J. De Couto,Daniel Aguayo,John Bicket,Robert Morris",1,0,0.0002713625391421164
24868,"An Improved Formal Framework of Actions, Individual Intention and Group Intention for Multi-agent Systems",2006,"Xianwei Lai,Shanli Hu,Zhengyuan Ning",0,1,0.00014655614853807745
35255,Reasoning about action and cooperation,2006,"Luigi Sauro,Jelle Gerbrandy,Wiebe van der Hoek,Michael Wooldridge",1,0,0.0002713625391421164
24880,Hierarchical Organization of the Human Auditory Cortex Revealed by Functional Magnetic Resonance Imaging,2001,"C. M. Wessinger,J. Vanmeter,B. Tian,J. Van Lare,J. Pekar,J. P. Rauschecker",2,0,0.00024016094149110665
24903,On the Nyström Method for Approximating a Gram Matrix for Improved Kernel-Based Learning,2005,"Petros Drineas,Michael W. Mahoney",1,0,0.0002713625391421164
24912,Neural Correlates of Retrieval Orientation: Effects of Study&ndash;Test Similarity,2004,"Michael Hornberger,Alexa M. Morcom,Michael D. Rugg",0,1,0.00014655614853807745
24920,Designing Efficient Irregular Networks for Heterogeneous Systems-on-Chip,2006,"Christian Neeb,Norbert Wehn",1,0,0.00017151742665888524
24923,Using Computational Methods to Reinvigorate an Undergraduate Physics Curriculum,2006,"Jaime R. Taylor,B. Alex King III",0,1,0.00014655614853807745
24924,An Event-Related fMRI Investigation of Implicit Semantic Priming,2003,"Jesse Rissman,James C. Eliassen,Sheila E. Blumstein",2,3,0.00019558723056109276
24940,A Cross-Layer (Layer 2 + 3) Handoff Management Protocol for Next-Generation Wireless Systems,2006,Shantidev Mohanty Ian F. Akyildiz,1,0,0.00020895934384009693
24946,Catechol O-Methyltransferase Val158Met Polymorphism is Associated with Cognitive Performance in Nondemented Adults,2005,"Cindy M. De Frias,Kristina Annerbrink,Lars Westberg,Elias Eriksson,Rolf Adolfsson,Lars-Göran Nilsson",0,1,0.00014655614853807745
24952,Automatic Priming of Semantically Related Words Reduces Activity in the Fusiform Gyrus,2005,"Thalia Wheatley,Jill Weisberg,Michael S. Beauchamp,Alex Martin",0,7,0.00014655614853807745
25453,fMRI Responses to Video and Point-Light Displays of Moving Humans and Manipulable Objects,2003,"Michael S. Beauchamp,Kathryn E. Lee,James V. Haxby,Alex Martin",4,0,0.0004828623365606523
27885,Performance on Indirect Measures of Race Evaluation Predicts Amygdala Activation,2000,"Elizabeth A. Phelps,Kevin J. O'Connor,William A. Cunningham,E. Sumie Funayama,J. Christopher Gatenby,John C. Gore,Mahzarin R. Banaji",5,1,0.0006633036231307539
24976,Optimal decision-making with minimal waste: strategyproof redistribution of VCG payments,2006,Ruggiero Cavallo,3,1,0.0014710390958455031
31211,MDPOP: faithful distributed implementation of efficient social choice problems,2006,"Adrian Petcu,Boi Faltings,David C. Parkes",1,1,0.001314004591147149
25002,"MPTrain: a mobile, music and physiology-based personal trainer",2006,"Nuria Oliver,Fernando Flores-Mangas",1,0,0.00020895934384009693
25008,Modality-Specific Deterioration in Naming Verbs in Nonfluent Primary Progressive Aphasia,2002,"Argye E. Hillis,Elizabeth Tuffiash,Alfonso Caramazza",1,1,0.00018815827873942378
35527,Grammatical Distinctions in the Left Frontal Cortex,2001,"Kevin A. Shapiro,Alvaro Pascual-leone,Felix M. Mottaghy,Massimo Gangitano,Alfonso Caramazza",7,0,0.0007010631658049741
25010,The Layout Consistent Random Field for Recognizing and Segmenting Partially Occluded Objects,2006,"John Winn,Jamie Shotton",1,0,0.00020895934384009693
25032,The Functional Neuroanatomy of Episodic and Semantic Autobiographical Remembering: A Prospective Functional MRI Study,2004,"Brian Levine,Gary R. Turner,Danielle Tisserand,Stephanie J. Hevenor,Simon J. Graham,Anthony R. McIntosh",0,1,0.00014655614853807745
25033,Principled Hybrids of Generative and Discriminative Models,2006,"Julia A. Lasserre,Christopher M. Bishop,Thomas P. Minka",3,0,0.00043777105994750155
25042,fMRI of Past Tense Processing: The Effects of Phonological Complexity and Task Difficulty,2006,"Rutvik Desai,Lisa L. Conant,Eric Waldron,Jeffrey R. Binder",0,4,0.00014655614853807745
34684,Common Neural Mechanisms for Response Selection and Perceptual Processing,2003,"Yuhong Jiang,Nancy Kanwisher",3,5,0.00027516818217924603
28576,Dissociations in Processing Past Tense Morphology: Neuropathology and Behavioral Studies,2002,"Lorraine K. Tyler,Paul Demornay-davies,Rebekah Anokhina,Catherine Longworth,Billi Randall,William D. Marslen-wilson",5,1,0.0006685226775288807
25053,Combining ECA Rules with Process Algebras for the Semantic Web,2006,"Erik Behrends,Oliver Fritzen,Wolfgang May,Franz Schenk",1,0,0.0002713625391421164
25063,Recency-based collaborative filtering,2006,"Yi Ding,Xue Li,Maria E. Orlowska",1,0,0.00018815827873942378
25119,Optimization by simulation metamodelling methods,2004,"Russell C. H. Cheng,Christine S. M. Currie",2,0,0.00039616892974615525
25134,Oracles Are Subtle But Not Malicious,2006,Scott Aaronson,1,0,0.0002713625391421164
25139,Analyzing the MAC-level behavior of wireless networks in the wild,2006,"Ratul Mahajan,Maya Rodrig,David Wetherall,John Zahorjan",1,1,0.001314004591147149
31992,Jigsaw: solving the puzzle of enterprise 802.11 analysis,2006,"Yu-Chung Cheng,John Bellardo,Péter Benkö,Alex C. Snoeren,Geoffrey M. Voelker,Stefan Savage",3,1,0.0014710390958455031
25143,Simulation and Verification of Asynchronous Systems by means of a Synchronous Model,2006,"Nicolas Halbwachs,Louis Mandel",1,0,0.0002713625391421164
25147,Short- and Long-Delay Intracranial ERP Repetition Effects Dissociate Memory Systems in the Human Brain,1999,"François Guillem,Alain Rougier,Bernard Claverie",1,0,0.00018815827873942378
25155,Challenges in Visual Data Analysis,2006,"Daniel A. Keim,Florian Mansmann,Jorn Schneidewind,Hartmut Ziegler",1,0,0.0002713625391421164
25170,An efficient mechanism for auctioning alternative paths,2006,"Stavros Routzounis,George D. Stamoulis",0,1,0.00014655614853807745
25185,VanetMobiSim: generating realistic mobility patterns for VANETs,2006,"J. Härri,F. Filali,C. Bonnet,Marco Fiore",1,0,0.0002713625391421164
25208,XORs in the air: practical wireless network coding,2006,"Sachin Katti,Hariharan Rahul,Wenjun Hu,Dina Katabi,Muriel Médard,Jon Crowcroft",4,1,0.0004138865696834391
25228,Nested mappings: schema mapping reloaded,2006,"Ariel Fuxman,Mauricio A. Hernandez,Howard Ho,Renee J. Miller,Paolo Papotti,Lucian Popa",1,0,0.00020895934384009693
25238,Card-based Macropayment for Mobile Phones,2006,"Philip Garner,Reuben Edwards,Paul Coulton",1,0,0.00018815827873942378
25246,Revisiting Previously Searched Locations in Visual Neglect: Role of Right Parietal and Frontal Lesions in Misjudging Old Locations as New,2005,"Sabira K. Mannan,Dominic J. Mort,Tim L. Hodgson,Jon Driver,Christopher Kennard,Masud Husain",0,1,0.00014655614853807745
26986,Parietal Lobe Lesions Disrupt Saccadic Remapping of Inhibitory Location Tagging,2004,"Ayelet Sapir,Amy Hayes,Avishai Henik,Shai Danziger,Robert Rafal",1,1,0.0002713625391421164
25248,Computer use has no demonstrated impact on the well-being of older adults,2006,"Anna Dickinson,Peter Gregor",1,0,0.0002713625391421164
25250,Authentication Control Point and Its Implications For Secure Processor Design,2006,"Weidong Shi,Hsien-Hsin S. Lee",0,1,0.00014655614853807745
34640,A low-cost memory remapping scheme for address bus protection,2006,"Lan Gao,Jun Yang,Marek Chrobak,Youtao Zhang,San Nguyen,Hsien-Hsin S. Lee",1,0,0.0002713625391421164
25256,Delay-period Activity in the Prefrontal Cortex: One Function Is Sensory Gating,2005,Bradley R. Postle,0,3,0.00014655614853807745
32319,Contribution of Human Prefrontal Cortex to Delay Performance,1998,"Linda L. Chao,Robert T. Knight",4,0,0.0006388319495844025
25275,Spreadsheet functional programming,2007,David Wakeling,1,0,0.0002713625391421164
25276,The Time Course of Visual Processing: From Early Perception to Decision-Making,2001,"Rufin Vanrullen,Simon J. Thorpe",5,1,0.0006598630660971096
25983,A Limit to the Speed of Processing in Ultra-Rapid Visual Categorization of Novel Natural Scenes,2001,"Michèle Fabre-Thorpe,Arnaud Delorme,Catherine Marlot,Simon Thorpe",2,0,0.0007399047226488561
25278,Adaptive cleaning for RFID data streams,2006,"Shawn R. Jeffery,Minos Garofalakis,Michael J. Franklin",4,0,0.0004909239797593532
25279,Schema summarization,2006,"Cong Yu,H. V. Jagadish",1,0,0.0002713625391421164
25285,Website optimization with web metrics: a case study,2006,"Birgit Weischedel,Eelko K. R. E. Huizingh",1,0,0.0002713625391421164
25287,Division of labor in a group of robots inspired by ants' foraging behavior,2006,"Thomas H. Labella,Marco Dorigo,Jean-Louis Deneubourg",0,1,0.00014655614853807745
25300,Improving wireless sensor network lifetime through power aware organization,2005,"Mihaela Cardei,Ding-Zhu Du",6,0,0.0007705881015582718
25310,Productive failure,2006,Manu Kapur,1,0,0.00018815827873942378
25319,A measurement-friendly network (MFN) architecture,2006,"Sridhar Machiraju,Darryl Veitch",0,1,0.00014655614853807745
25341,Object Activation in Semantic Memory from Visual Multimodal Feature Input,2002,"Michael A. Kraut,Sarah Kremen,Lauren R. Moo,Jessica B. Segal,Vincent Calhoun,John Hart, Jr.",0,1,0.00014655614853807745
34927,Object Activation from Features in the Semantic System,2002,"Michael A. Kraut,Sarah Kremen,Jessica B. Segal,Vincent Calhoun,Lauren R. Moo,John Hart, Jr.",1,0,0.0002713625391421164
25352,Interpolation and Extrapolation in Human Behavior and Neural Networks,2004,Emmanuel Guigon,0,1,0.00014655614853807745
29964,A Neural Model of Perceptual-Motor Alignment,2002,"Emmanuel Guigon,Pierre Baraduc",1,0,0.0002713625391421164
25378,Learning empathy: a data-driven framework for modeling empathetic companion agents,2006,"Scott W. McQuiggan,James C. Lester",0,1,0.00014655614853807745
25418,Impaired Recognition of Social Emotions following Amygdala Damage,2002,"Ralph Adolphs,Simon Baron-cohen,Daniel Tranel",1,2,0.0001777577461890872
